DATE,XCoord,FLOOD
29/6/2012,704937.4844,No
29/6/2012,705155.1683,No
29/6/2012,705901.4938,No
29/6/2012,748416.836,No
29/6/2012,748474.9436,No
29/6/2012,748960.1911,No
29/6/2012,749200.7094,No
29/6/2012,749265.4919,No
29/6/2012,749742.063,No
29/6/2012,750044.7863,No
29/6/2012,750126.6081,No
29/6/2012,750137.6766,No
29/6/2012,750144.3916,No
29/6/2012,750161.1013,No
29/6/2012,750161.6141,No
29/6/2012,750205.7985,No
29/6/2012,750225.4816,No
29/6/2012,750655.5678,No
29/6/2012,752074.4997,No
29/6/2012,752155.9044,No
29/6/2012,752462.7669,No
29/6/2012,752525.2937,No
29/6/2012,752584.1613,No
29/6/2012,752598.6856,No
29/6/2012,752637.8499,No
29/6/2012,752897.3402,No
29/6/2012,752929.6836,No
29/6/2012,753043.4686,No
29/6/2012,753303.0373,No
29/6/2012,753333.6929,No
29/6/2012,753406.9763,No
29/6/2012,753539.4991,No
29/6/2012,753565.2939,No
29/6/2012,754062.9644,No
29/6/2012,754107.2803,No
29/6/2012,754673.9649,No
29/6/2012,754765.3113,No
29/6/2012,755274.0029,No
29/6/2012,755309.6954,No
29/6/2012,756623.7798,No
29/6/2012,667684.4708,Yes
29/6/2012,668072.4976,Yes
29/6/2012,671730.1576,Yes
29/6/2012,672333.1927,Yes
29/6/2012,672747.1319,Yes
29/6/2012,674259.0492,No
29/6/2012,675014.9739,Yes
29/6/2012,676982.9872,Yes
29/6/2012,679706.7645,No
29/6/2012,680395.158,No
29/6/2012,680550.327,No
29/6/2012,681891.311,No
29/6/2012,682788.75,No
29/6/2012,683990.022,No
29/6/2012,684317.5708,No
29/6/2012,684572.1291,No
29/6/2012,685040.44,No
29/6/2012,685148.1763,No
29/6/2012,685583.7311,No
29/6/2012,685941.842,No
29/6/2012,687075.5342,No
29/6/2012,687386.2686,No
29/6/2012,687728.3646,No
29/6/2012,688423.744,No
29/6/2012,689120.6095,No
29/6/2012,690301.6598,No
29/6/2012,690685.1924,No
29/6/2012,691887.1857,No
29/6/2012,693582.5375,No
29/6/2012,694641.7247,No
29/6/2012,694687.5102,No
29/6/2012,696812.9078,No
29/6/2012,696945.8492,No
29/6/2012,696987.6623,No
29/6/2012,702388.7771,No
29/6/2012,673883.886,No
29/6/2012,674034.3356,No
29/6/2012,674556.5045,No
29/6/2012,674604.0597,No
29/6/2012,674667.9326,No
29/6/2012,675156.9211,No
29/6/2012,675369.8742,No
29/6/2012,675555.9844,No
29/6/2012,676032.4721,No
29/6/2012,676467.2799,No
29/6/2012,676573.6782,No
29/6/2012,676769.1751,No
29/6/2012,678383.7135,No
29/6/2012,678427.0033,No
29/6/2012,679517.4525,No
29/6/2012,679578.2202,No
29/6/2012,682126.7961,No
29/6/2012,682128.5586,No
29/6/2012,683684.1292,No
29/6/2012,684173.1001,No
29/6/2012,685265.25,No
29/6/2012,694629.6683,No
29/6/2012,695545.1097,No
29/6/2012,700408.0154,No
29/6/2012,700445.3271,No
29/6/2012,701870.2365,No
29/6/2012,702803.7547,No
29/6/2012,703347.5772,No
29/6/2012,703553.3958,No
29/6/2012,703870.8854,No
29/6/2012,704400.2621,No
29/6/2012,705025.6928,No
29/6/2012,705060.6625,No
29/6/2012,706259.598,No
29/6/2012,706686.5442,No
29/6/2012,706706.7499,No
29/6/2012,707234.8707,No
29/6/2012,707981.8509,No
29/6/2012,708310.8256,No
29/6/2012,708984.7428,No
29/6/2012,709283.0612,No
29/6/2012,710064.4745,No
29/6/2012,710806.0192,No
29/6/2012,710913.968,No
29/6/2012,711157.2361,No
29/6/2012,711199.461,No
29/6/2012,711204.5419,No
29/6/2012,711509.4174,No
29/6/2012,711525.6162,No
29/6/2012,711733.1131,No
29/6/2012,711786.4832,No
29/6/2012,712225.8236,No
29/6/2012,712540.138,No
29/6/2012,716297.6599,No
29/6/2012,716375.532,No
29/6/2012,720216.1205,No
29/6/2012,720519.184,No
29/6/2012,721997.3254,No
29/6/2012,722247.4826,No
29/6/2012,722775.3834,No
29/6/2012,722798.9483,No
29/6/2012,723903.6043,No
29/6/2012,724247.4331,No
29/6/2012,726267.9031,No
29/6/2012,727290.8315,No
29/6/2012,728600.7597,No
29/6/2012,729501.2063,No
29/6/2012,730468.2602,No
29/6/2012,732041.6169,No
29/6/2012,740256.5836,No
29/6/2012,741494.809,No
29/6/2012,741995.8263,No
29/6/2012,744180.6736,No
29/6/2012,749870.6695,No
29/6/2012,689536.0315,No
29/6/2012,689992.461,No
29/6/2012,692889.5115,No
29/6/2012,693326.9695,No
29/6/2012,693523.3435,No
29/6/2012,694481.4349,No
29/6/2012,697540.1411,No
29/6/2012,699615.1732,No
29/6/2012,700278.3874,No
29/6/2012,702225.7512,No
29/6/2012,702765.2286,No
29/6/2012,703589.0633,No
29/6/2012,704074.2174,No
29/6/2012,704294.8042,No
29/6/2012,705534.5688,No
29/6/2012,705573.3106,No
29/6/2012,706906.6222,No
29/6/2012,707801.8834,No
29/6/2012,710348.161,No
29/6/2012,711282.8286,No
29/6/2012,712439.4264,No
29/6/2012,722010.0751,No
29/6/2012,729422.9528,No
29/6/2012,730566.2273,No
29/6/2012,731439.7056,No
29/6/2012,731749.1981,No
29/6/2012,734114.3402,No
29/6/2012,735774.4644,No
29/6/2012,738983.0598,No
29/6/2012,741108.0069,No
29/6/2012,741371.9946,No
29/6/2012,748029.2749,No
29/6/2012,748801.0539,No
29/6/2012,750355.8919,No
29/6/2012,750905.3358,No
29/6/2012,750980.0379,No
29/6/2012,752147.6929,No
29/6/2012,658706.1194,Yes
29/6/2012,661050.8579,Yes
29/6/2012,661092.6582,Yes
29/6/2012,661707.4481,Yes
29/6/2012,662567.0115,Yes
29/6/2012,663209.3599,Yes
29/6/2012,665497.2083,Yes
29/6/2012,666112.3474,Yes
29/6/2012,668700.7393,Yes
29/6/2012,670990.3304,Yes
29/6/2012,657154.3093,Yes
29/6/2012,657448.6253,Yes
29/6/2012,659593.8626,Yes
29/6/2012,659982.7935,Yes
29/6/2012,662642.2006,Yes
29/6/2012,659047.0742,Yes
29/6/2012,659271.5855,Yes
29/6/2012,659667.0768,Yes
29/6/2012,660395.2397,Yes
29/6/2012,661706.4664,Yes
29/6/2012,662130.431,Yes
29/6/2012,665068.2373,Yes
29/6/2012,665081.198,Yes
29/6/2012,666497.56,Yes
29/6/2012,667020.2467,Yes
29/6/2012,668479.8811,Yes
29/6/2012,668523.335,Yes
29/6/2012,667236.5028,Yes
29/6/2012,668272.9665,Yes
29/6/2012,668387.249,Yes
29/6/2012,669357.927,Yes
29/6/2012,670625.7943,Yes
29/6/2012,673151.67,Yes
29/6/2012,673333.1845,Yes
29/6/2012,675983.5323,Yes
29/6/2012,662364.8929,Yes
29/6/2012,665777.2483,Yes
29/6/2012,666204.0993,Yes
29/6/2012,666825.3464,Yes
29/6/2012,667501.5874,Yes
29/6/2012,668195.0131,Yes
29/6/2012,636539.468,Yes
29/6/2012,640046.9305,Yes
29/6/2012,640567.5753,Yes
29/6/2012,641423.8252,Yes
29/6/2012,642851.7915,Yes
29/6/2012,643778.6735,Yes
29/6/2012,643835.4796,Yes
29/6/2012,644618.7593,Yes
29/6/2012,646422.5994,Yes
29/6/2012,638715.6887,Yes
29/6/2012,641050.3749,Yes
29/6/2012,643531.5467,Yes
29/6/2012,646384.2591,Yes
29/6/2012,635152.1036,Yes
29/6/2012,641273.6981,Yes
29/6/2012,641890.5611,Yes
29/6/2012,646254.6346,Yes
29/6/2012,652817.0606,Yes
29/6/2012,661514.9433,Yes
29/6/2012,662421.6003,Yes
29/6/2012,664015.4123,Yes
29/6/2012,664930.3681,Yes
29/6/2012,665755.2428,Yes
29/6/2012,667662.6231,Yes
29/6/2012,672668.4645,Yes
29/6/2012,673321.713,Yes
29/6/2012,674256.2672,Yes
29/6/2012,674561.4639,Yes
29/6/2012,674832.0505,Yes
29/6/2012,677384.5348,Yes
29/6/2012,677683.2036,Yes
29/6/2012,681587.8779,Yes
29/6/2012,681730.123,Yes
29/6/2012,684632.1666,Yes
29/6/2012,687592.1186,No
29/6/2012,640155.1482,Yes
29/6/2012,644922.8006,Yes
29/6/2012,649160.7869,Yes
29/6/2012,649784.3033,Yes
29/6/2012,651117.4524,Yes
29/6/2012,667412.3301,Yes
29/6/2012,668356.1269,Yes
29/6/2012,668421.2114,Yes
29/6/2012,668442.3407,Yes
29/6/2012,670507.967,Yes
29/6/2012,670731.9928,Yes
29/6/2012,641551.9922,Yes
29/6/2012,648210.8995,Yes
29/6/2012,648622.3955,Yes
29/6/2012,649814.9156,Yes
29/6/2012,650981.3864,Yes
29/6/2012,652075.0542,Yes
29/6/2012,674275.4084,Yes
29/6/2012,674902.5562,Yes
29/6/2012,676246.5951,Yes
29/6/2012,679630.38,Yes
29/6/2012,682215.1331,Yes
29/6/2012,684502.3765,Yes
29/6/2012,685155.0172,No
29/6/2012,685189.6987,Yes
29/6/2012,690675.2432,Yes
29/6/2012,691189.9939,Yes
29/6/2012,673035.6428,Yes
29/6/2012,678105.2642,Yes
29/6/2012,678517.8696,Yes
29/6/2012,680481.4815,No
29/6/2012,685765.2613,No
29/6/2012,688161.3378,Yes
29/6/2012,688378.3598,Yes
29/6/2012,690381.0147,Yes
29/6/2012,680950.4134,Yes
29/6/2012,683127.2319,No
29/6/2012,683236.1057,Yes
29/6/2012,683339.4194,No
29/6/2012,692002.3138,Yes
29/6/2012,694773.7594,Yes
29/6/2012,696535.8684,Yes
30/6/2012,615450.9886,No
30/6/2012,617780.1901,Yes
30/6/2012,618698.9715,Yes
30/6/2012,620624.5933,Yes
30/6/2012,623148.9147,Yes
30/6/2012,623771.7393,Yes
30/6/2012,624646.4905,Yes
30/6/2012,625516.9727,Yes
30/6/2012,539343.6925,No
30/6/2012,539418.8441,No
30/6/2012,539526.0515,No
30/6/2012,539712.4978,No
30/6/2012,540005.1773,No
30/6/2012,540129.7169,No
30/6/2012,540362.3395,No
30/6/2012,540718.7056,No
30/6/2012,541485.9362,No
30/6/2012,541769.406,No
30/6/2012,542081.6885,No
30/6/2012,543059.1665,No
30/6/2012,543542.7768,No
30/6/2012,543680.9852,No
30/6/2012,543769.9749,No
30/6/2012,543809.8108,No
30/6/2012,544689.8586,No
30/6/2012,545067.9884,No
30/6/2012,545259.787,No
30/6/2012,545414.3878,No
30/6/2012,546482.8468,No
30/6/2012,546838.3842,No
30/6/2012,547815.5028,No
30/6/2012,548236.2694,No
30/6/2012,549635.9243,No
30/6/2012,550479.7251,No
30/6/2012,550991.4496,No
30/6/2012,551428.9489,No
30/6/2012,554310.0927,No
30/6/2012,554944.842,No
30/6/2012,555101.1464,No
30/6/2012,555174.3435,No
30/6/2012,555258.4541,No
30/6/2012,555983.5631,No
30/6/2012,556012.4359,No
30/6/2012,556333.9012,No
30/6/2012,556340.2333,No
30/6/2012,556584.3271,No
30/6/2012,557363.3023,No
30/6/2012,558260.8027,No
30/6/2012,558692.4513,No
30/6/2012,559947.8545,No
30/6/2012,559998.8979,No
30/6/2012,560711.1427,No
30/6/2012,560812.1274,No
30/6/2012,562107.49,No
30/6/2012,562146.5364,No
30/6/2012,562762.2707,No
30/6/2012,565078.4551,No
30/6/2012,565778.3052,No
30/6/2012,565942.4061,No
30/6/2012,566126.0526,No
30/6/2012,566225.1398,No
30/6/2012,566663.799,No
30/6/2012,567354.842,No
30/6/2012,567666.3916,No
30/6/2012,567711.5987,No
30/6/2012,567933.303,No
30/6/2012,568259.4908,No
30/6/2012,574040.5026,No
30/6/2012,574640.8721,No
30/6/2012,574665.5823,No
30/6/2012,574813.5142,No
30/6/2012,575362.3273,No
30/6/2012,576625.3057,No
30/6/2012,577368.2826,No
30/6/2012,577745.6707,No
30/6/2012,578356.0616,No
30/6/2012,581710.5829,No
30/6/2012,582337.8621,No
30/6/2012,583146.5556,No
30/6/2012,586736.4453,No
30/6/2012,583441.4745,No
30/6/2012,588150.3335,No
30/6/2012,590707.4228,No
30/6/2012,593589.5603,No
30/6/2012,594107.4615,No
30/6/2012,594177.9193,No
30/6/2012,597079.5047,No
30/6/2012,599098.1429,No
30/6/2012,607667.3504,No
30/6/2012,607904.1108,No
30/6/2012,608282.8309,No
30/6/2012,608364.761,No
30/6/2012,611667.7373,No
30/6/2012,613591.0858,No
30/6/2012,616485.1334,No
30/6/2012,618706.9704,No
30/6/2012,620206.7952,Yes
30/6/2012,621904.1474,No
30/6/2012,623205.868,No
30/6/2012,625917.8652,No
30/6/2012,626071.2193,No
30/6/2012,629309.8249,No
30/6/2012,589235.3534,No
30/6/2012,596020.9394,No
30/6/2012,599715.3686,No
30/6/2012,602642.399,No
30/6/2012,611774.8208,No
30/6/2012,614509.5347,No
30/6/2012,614620.6433,No
30/6/2012,601522.2654,No
30/6/2012,602741.4831,No
30/6/2012,603330.3032,No
30/6/2012,603520.3964,No
30/6/2012,605184.9091,No
30/6/2012,605628.2608,No
30/6/2012,606729.5632,No
30/6/2012,606987.8171,No
30/6/2012,608823.7363,No
30/6/2012,614979.1985,Yes
30/6/2012,615667.2455,Yes
30/6/2012,616342.5143,Yes
30/6/2012,616530.4427,Yes
30/6/2012,616839.2377,Yes
30/6/2012,620759.1426,Yes
30/6/2012,625051.3602,Yes
30/6/2012,630201.1901,Yes
30/6/2012,572941.8911,No
30/6/2012,573178.4556,No
30/6/2012,573718.6352,No
30/6/2012,585064.0472,No
30/6/2012,588305.3438,No
30/6/2012,589307.6575,No
30/6/2012,596528.9094,No
30/6/2012,601501.5048,No
30/6/2012,603511.2845,No
30/6/2012,605274.434,No
30/6/2012,608127.011,No
30/6/2012,609639.5243,No
30/6/2012,609704.1877,No
30/6/2012,616892.718,No
30/6/2012,618995.7087,No
30/6/2012,621618.4895,No
30/6/2012,621955.1353,No
30/6/2012,622429.2609,No
30/6/2012,624026.8624,No
30/6/2012,625260.0612,No
30/6/2012,627086.2429,No
30/6/2012,627144.5762,No
30/6/2012,627585.2381,No
30/6/2012,628859.0374,No
30/6/2012,620046.0908,No
30/6/2012,622387.6845,Yes
30/6/2012,622577.6274,No
30/6/2012,623021.3883,No
30/6/2012,623160.0722,No
30/6/2012,625739.4239,Yes
30/6/2012,627939.3831,No
30/6/2012,628311.8437,No
30/6/2012,629074.243,No
30/6/2012,630502.4552,No
30/6/2012,586584.5302,No
30/6/2012,586926.5187,No
30/6/2012,587465.2339,No
30/6/2012,593354.8272,No
30/6/2012,598891.3485,No
30/6/2012,602306.954,No
30/6/2012,605373.1201,No
30/6/2012,606536.6398,No
30/6/2012,611321.2701,Yes
30/6/2012,616601.5642,Yes
30/6/2012,621168.6641,Yes
30/6/2012,586827.5888,No
30/6/2012,586945.7055,No
30/6/2012,587367.5789,No
30/6/2012,588628.0268,No
30/6/2012,588654.8114,No
30/6/2012,588778.1613,No
30/6/2012,588903.4251,No
30/6/2012,589785.8131,No
30/6/2012,589929.5017,No
30/6/2012,590432.6268,No
30/6/2012,590475.1877,No
30/6/2012,590990.7347,No
30/6/2012,591044.1372,No
30/6/2012,591073.336,No
30/6/2012,591548.0542,No
30/6/2012,591659.8915,No
30/6/2012,592792.9098,No
30/6/2012,593057.9249,No
30/6/2012,593099.4733,No
30/6/2012,593212.2204,No
30/6/2012,595391.7733,No
30/6/2012,596088.8593,No
30/6/2012,596363.6668,No
30/6/2012,597137.3455,No
30/6/2012,597695.9375,No
30/6/2012,597848.1812,No
30/6/2012,598724.2627,No
30/6/2012,599856.8698,No
30/6/2012,600325.3991,No
30/6/2012,600557.7714,Yes
30/6/2012,601366.4554,Yes
30/6/2012,601413.0169,No
30/6/2012,601415.4124,Yes
30/6/2012,601858.9574,Yes
30/6/2012,602504.6113,No
30/6/2012,603979.0606,No
30/6/2012,604254.8973,No
30/6/2012,675243.2328,Yes
30/6/2012,675830.7587,Yes
30/6/2012,676273.2597,Yes
30/6/2012,680379.5784,Yes
30/6/2012,684506.5037,Yes
30/6/2012,685386.4365,Yes
30/6/2012,687875.5898,No
30/6/2012,688239.8468,Yes
30/6/2012,688795.1603,Yes
30/6/2012,690858.3013,No
30/6/2012,693577.682,No
30/6/2012,700306.9053,No
30/6/2012,700909.0497,No
30/6/2012,701375.0739,No
30/6/2012,701746.5472,No
30/6/2012,702316.1798,No
30/6/2012,703753.5482,No
30/6/2012,703796.5889,No
30/6/2012,704081.1577,No
30/6/2012,704521.7942,No
30/6/2012,704663.9724,No
30/6/2012,705421.198,No
30/6/2012,705462.8076,No
30/6/2012,705614.2189,No
30/6/2012,705807.9599,No
30/6/2012,706528.0946,No
30/6/2012,707309.0887,No
30/6/2012,707899.7611,No
30/6/2012,707989.6429,No
30/6/2012,708423.757,No
30/6/2012,708646.2466,No
30/6/2012,708852.0288,No
30/6/2012,708871.7294,No
30/6/2012,708953.3555,No
30/6/2012,709767.0831,No
30/6/2012,709821.8615,No
30/6/2012,709950.8701,No
30/6/2012,671909.31,Yes
30/6/2012,673290.0715,Yes
30/6/2012,675640.3506,Yes
30/6/2012,711095.288,No
30/6/2012,711355.8588,No
30/6/2012,711902.5189,No
30/6/2012,711965.3604,No
30/6/2012,713388.0568,No
30/6/2012,713425.9314,No
30/6/2012,714061.0073,No
30/6/2012,714627.0497,No
30/6/2012,714634.6274,No
30/6/2012,714897.0675,No
30/6/2012,715064.6814,No
30/6/2012,715692.788,No
30/6/2012,716291.0319,No
30/6/2012,717126.8692,No
30/6/2012,717133.7948,No
30/6/2012,717737.9652,No
30/6/2012,717754.356,No
30/6/2012,717970.7569,No
30/6/2012,718295.8615,No
30/6/2012,718452.8084,No
30/6/2012,718618.9409,No
30/6/2012,718676.4025,No
30/6/2012,720356.7102,No
30/6/2012,721571.4963,No
30/6/2012,721987.8262,No
30/6/2012,722293.5038,No
30/6/2012,722369.0945,No
30/6/2012,722449.4409,No
30/6/2012,723306.9417,No
30/6/2012,723679.1118,No
30/6/2012,724052.6458,No
30/6/2012,724271.472,No
30/6/2012,724303.6577,No
30/6/2012,724313.1633,No
30/6/2012,724361.5732,No
30/6/2012,724377.5585,No
30/6/2012,724402.7687,No
30/6/2012,724640.4006,No
30/6/2012,724768.1428,No
30/6/2012,724793.1856,No
30/6/2012,724893.0045,No
30/6/2012,725393.2999,No
30/6/2012,725514.207,No
30/6/2012,725851.5365,No
30/6/2012,727843.623,No
30/6/2012,728559.5111,No
30/6/2012,728765.116,No
30/6/2012,729362.3081,No
30/6/2012,729606.4499,No
30/6/2012,732251.1451,No
30/6/2012,732548.1281,No
30/6/2012,723644.0874,No
30/6/2012,724461.5867,No
30/6/2012,725345.2597,No
30/6/2012,730049.5273,No
30/6/2012,731025.1004,No
30/6/2012,732034.6487,No
30/6/2012,735744.3918,No
30/6/2012,735926.1223,No
30/6/2012,737394.0386,No
30/6/2012,737486.4494,No
30/6/2012,737525.6198,No
30/6/2012,738128.9891,No
30/6/2012,738636.7209,No
30/6/2012,740093.0145,No
30/6/2012,740193.8648,No
30/6/2012,740206.2073,No
30/6/2012,740407.2886,No
30/6/2012,740841.355,No
30/6/2012,740908.7407,No
30/6/2012,741621.7024,No
30/6/2012,741810.9967,No
30/6/2012,741906.2895,No
30/6/2012,742439.1037,No
30/6/2012,742911.1828,No
30/6/2012,743787.5264,No
30/6/2012,743926.9962,No
30/6/2012,744040.7937,No
30/6/2012,744347.9159,No
30/6/2012,744461.885,No
30/6/2012,746917.5619,No
30/6/2012,746965.5895,No
30/6/2012,747217.121,No
30/6/2012,747321.3907,No
30/6/2012,747586.8458,No
30/6/2012,747849.8376,No
30/6/2012,747967.3298,No
30/6/2012,748045.7155,No
30/6/2012,748100.2087,No
30/6/2012,748541.4647,No
30/6/2012,748654.6168,No
30/6/2012,748972.6634,No
30/6/2012,749242.2562,No
30/6/2012,750468.5269,No
30/6/2012,750608.1265,No
30/6/2012,751129.8453,No
30/6/2012,751449.6056,No
30/6/2012,751944.4455,No
30/6/2012,751986.7014,No
30/6/2012,752905.035,No
30/6/2012,753152.4347,No
30/6/2012,753675.5915,No
30/6/2012,754651.0536,No
30/6/2012,755375.2213,No
30/6/2012,758587.8635,No
30/6/2012,760795.7708,No
30/6/2012,761976.0694,No
30/6/2012,703461.548,No
30/6/2012,704764.0155,No
30/6/2012,706558.7071,No
30/6/2012,706789.9258,No
30/6/2012,707215.0818,No
30/6/2012,707801.8437,No
30/6/2012,708123.5972,No
30/6/2012,708634.4361,No
30/6/2012,709312.3908,No
30/6/2012,710470.4805,No
30/6/2012,711382.3184,No
30/6/2012,712230.7749,No
30/6/2012,712288.2093,No
30/6/2012,713744.5797,No
30/6/2012,677204.0734,Yes
30/6/2012,678222.1055,Yes
30/6/2012,683018.6407,Yes
30/6/2012,685202.1213,Yes
30/6/2012,685547.9462,Yes
30/6/2012,685615.1546,Yes
30/6/2012,688009.1102,Yes
30/6/2012,695969.7931,Yes
30/6/2012,698123.1821,Yes
30/6/2012,701323.7331,Yes
30/6/2012,701773.3138,Yes
30/6/2012,703723.8983,No
30/6/2012,705611.3031,Yes
30/6/2012,705749.6413,No
30/6/2012,707130.4257,No
30/6/2012,707218.9672,No
30/6/2012,707420.8135,No
30/6/2012,707975.7271,No
30/6/2012,708116.1259,No
30/6/2012,709272.3767,No
30/6/2012,694387.3489,Yes
30/6/2012,688582.2703,No
30/6/2012,688725.86,No
30/6/2012,689483.0119,No
30/6/2012,690576.6549,No
30/6/2012,691244.6005,No
30/6/2012,691431.1117,No
30/6/2012,693917.4014,No
30/6/2012,693937.605,No
30/6/2012,695178.2121,No
30/6/2012,696642.037,No
30/6/2012,696974.2176,No
30/6/2012,697081.1672,No
30/6/2012,697427.761,No
30/6/2012,697535.3529,No
30/6/2012,697984.9958,No
30/6/2012,698055.3428,No
30/6/2012,698360.207,No
30/6/2012,698508.5554,No
30/6/2012,698635.2407,No
30/6/2012,700274.908,No
30/6/2012,700778.0829,No
30/6/2012,701268.096,No
30/6/2012,701609.9253,No
30/6/2012,701673.1318,No
30/6/2012,704295.4156,No
30/6/2012,704788.1565,No
30/6/2012,705866.7808,No
30/6/2012,691894.1977,Yes
30/6/2012,695761.2421,No
30/6/2012,696410.8659,No
30/6/2012,696556.0278,Yes
30/6/2012,697094.2812,Yes
30/6/2012,697209.5992,Yes
30/6/2012,697297.0534,Yes
30/6/2012,700124.3358,No
30/6/2012,700475.8646,No
30/6/2012,700498.9285,No
30/6/2012,700518.7578,No
30/6/2012,700823.7848,No
30/6/2012,700892.8296,No
30/6/2012,701163.2039,Yes
30/6/2012,724009.8332,No
30/6/2012,725219.2465,No
30/6/2012,726223.719,No
30/6/2012,727111.6079,No
30/6/2012,727174.633,No
30/6/2012,727352.3252,No
30/6/2012,728116.354,No
30/6/2012,728165.8512,No
30/6/2012,728751.6199,No
30/6/2012,728858.3024,No
30/6/2012,728897.6262,No
30/6/2012,730712.6322,No
30/6/2012,730904.8836,No
30/6/2012,731285.9308,No
30/6/2012,731864.0731,No
30/6/2012,732333.4076,No
30/6/2012,732371.1563,No
30/6/2012,732716.2728,No
30/6/2012,733126.5343,No
30/6/2012,733346.9611,No
30/6/2012,734152.1798,No
30/6/2012,735102.6048,No
30/6/2012,735497.7264,No
30/6/2012,735568.7574,No
30/6/2012,736123.4417,No
30/6/2012,736773.2806,No
30/6/2012,736872.825,No
30/6/2012,737231.5531,No
30/6/2012,737293.559,No
30/6/2012,737755.2342,No
30/6/2012,737759.6411,No
30/6/2012,737817.4559,No
30/6/2012,708530.3997,Yes
30/6/2012,708540.4761,Yes
30/6/2012,712349.3046,Yes
30/6/2012,714770.2648,No
30/6/2012,715947.1087,Yes
30/6/2012,716647.8922,No
30/6/2012,717007.1029,No
30/6/2012,717024.7058,No
30/6/2012,720097.3582,No
30/6/2012,721330.6923,No
30/6/2012,671977.1104,No
30/6/2012,679860.4031,No
30/6/2012,681038.3251,No
30/6/2012,687916.3626,Yes
30/6/2012,688753.9807,No
30/6/2012,645372.4797,No
30/6/2012,648064.7158,No
30/6/2012,649431.5731,Yes
30/6/2012,650246.3094,Yes
30/6/2012,652995.3572,Yes
30/6/2012,677503.9403,No
30/6/2012,684501.7644,Yes
30/6/2012,697354.9867,Yes
30/6/2012,702315.3148,No
30/6/2012,704733.2744,Yes
30/6/2012,663012.1965,No
30/6/2012,664331.196,No
30/6/2012,665482.0821,No
30/6/2012,665779.6219,No
30/6/2012,669737.4179,No
30/6/2012,670752.7992,No
30/6/2012,671978.6964,No
30/6/2012,672706.0559,No
30/6/2012,692340.3162,No
30/6/2012,698483.6959,Yes
30/6/2012,698871.8561,No
30/6/2012,657003.5565,No
30/6/2012,664216.8205,No
30/6/2012,664265.8905,Yes
30/6/2012,666279.0412,No
30/6/2012,666561.7274,No
30/6/2012,670346.2661,No
30/6/2012,681603.2078,No
30/6/2012,694530.0707,No
30/6/2012,698602.4754,No
30/6/2012,644301.2503,No
30/6/2012,649329.0219,No
30/6/2012,650768.8619,No
30/6/2012,652976.4754,Yes
30/6/2012,654438.5748,No
30/6/2012,645288.1345,No
30/6/2012,649909.3578,No
30/6/2012,656802.8774,No
30/6/2012,663027.3199,No
30/6/2012,643352.5525,Yes
30/6/2012,646485.0524,No
30/6/2012,649123.5847,No
30/6/2012,652241.7446,No
30/6/2012,659818.7147,No
30/6/2012,660599.9589,No
30/6/2012,664727.0082,No
30/6/2012,664787.995,No
30/6/2012,656776.2394,No
30/6/2012,656844.6069,No
30/6/2012,657654.0332,Yes
30/6/2012,659746.7522,No
30/6/2012,661104.5307,Yes
30/6/2012,661452.6951,No
30/6/2012,662005.2336,No
30/6/2012,665918.5061,No
30/6/2012,667166.7856,No
30/6/2012,640050.3567,No
30/6/2012,640885.2626,Yes
30/6/2012,642962.3122,Yes
30/6/2012,643498.8888,No
30/6/2012,643788.3167,No
30/6/2012,645045.7736,No
30/6/2012,657752.3577,Yes
30/6/2012,658863.0473,Yes
30/6/2012,663784.2321,Yes
30/6/2012,665450.1775,Yes
30/6/2012,667316.0266,Yes
30/6/2012,672512.4877,Yes
30/6/2012,672569.4902,Yes
30/6/2012,673106.1027,Yes
30/6/2012,673344.2405,Yes
30/6/2012,674512.7097,No
30/6/2012,674948.2414,No
30/6/2012,675590.8566,No
30/6/2012,676242.6392,No
30/6/2012,676652.1999,No
30/6/2012,707954.171,No
30/6/2012,713314.0333,No
30/6/2012,713349.0637,No
30/6/2012,715093.2035,No
30/6/2012,715832.3451,No
30/6/2012,716281.0083,No
30/6/2012,716756.0953,No
30/6/2012,718376.0221,No
30/6/2012,718745.9857,No
30/6/2012,718798.2803,No
30/6/2012,719320.9992,No
30/6/2012,720694.8645,No
30/6/2012,721485.9455,No
30/6/2012,722151.1168,No
30/6/2012,723043.1882,No
30/6/2012,724317.6125,No
30/6/2012,724456.9539,No
30/6/2012,725508.8584,No
30/6/2012,726565.6344,No
30/6/2012,726923.0725,No
30/6/2012,727035.2497,No
30/6/2012,727199.9484,No
30/6/2012,728431.4427,No
30/6/2012,730288.6155,No
30/6/2012,730469.1016,No
30/6/2012,731421.2817,No
30/6/2012,731646.3699,No
30/6/2012,735052.1953,No
30/6/2012,736565.4117,No
30/6/2012,738607.1391,No
30/6/2012,738862.4073,No
30/6/2012,739308.9687,No
30/6/2012,739869.9444,No
30/6/2012,740826.9936,No
30/6/2012,742295.2919,No
30/6/2012,744576.0152,No
30/6/2012,745400.2862,No
30/6/2012,745516.3715,No
30/6/2012,745823.7739,No
30/6/2012,746334.1745,No
30/6/2012,746759.335,No
30/6/2012,746798.4772,No
30/6/2012,746877.9982,No
30/6/2012,748100.5637,No
30/6/2012,748424.0412,No
30/6/2012,748653.5616,No
30/6/2012,749034.4647,No
30/6/2012,749901.8921,No
30/6/2012,751499.9972,No
30/6/2012,751566.9075,No
30/6/2012,751782.5326,No
30/6/2012,687631.2454,No
