DATE,XCoord,FLOOD
28/6/2012,753406.9763,No
28/6/2012,753539.4991,No
28/6/2012,753565.2939,No
28/6/2012,754062.9644,No
28/6/2012,754107.2803,No
28/6/2012,754673.9649,No
28/6/2012,754765.3113,No
28/6/2012,755274.0029,No
28/6/2012,755309.6954,No
28/6/2012,756623.7798,No
28/6/2012,667684.4708,Yes
28/6/2012,668072.4976,Yes
28/6/2012,671730.1576,Yes
28/6/2012,672333.1927,Yes
28/6/2012,672747.1319,Yes
28/6/2012,674259.0492,No
28/6/2012,675014.9739,Yes
28/6/2012,676982.9872,Yes
28/6/2012,679706.7645,No
28/6/2012,680395.158,No
28/6/2012,680550.327,No
28/6/2012,681891.311,No
28/6/2012,682788.75,No
28/6/2012,683990.022,No
28/6/2012,684317.5708,No
28/6/2012,684572.1291,No
28/6/2012,685040.44,No
28/6/2012,685148.1763,No
28/6/2012,685583.7311,No
28/6/2012,685941.842,No
28/6/2012,687075.5342,No
28/6/2012,687386.2686,No
28/6/2012,687728.3646,No
28/6/2012,688423.744,No
28/6/2012,689120.6095,No
28/6/2012,690301.6598,No
28/6/2012,690685.1924,No
28/6/2012,691887.1857,No
28/6/2012,693582.5375,No
28/6/2012,694641.7247,No
28/6/2012,694687.5102,No
28/6/2012,696812.9078,No
28/6/2012,696945.8492,No
28/6/2012,696987.6623,No
28/6/2012,702388.7771,No
28/6/2012,673883.886,No
28/6/2012,674034.3356,No
28/6/2012,674556.5045,No
28/6/2012,674604.0597,No
28/6/2012,674667.9326,No
28/6/2012,675156.9211,No
28/6/2012,675369.8742,No
28/6/2012,675555.9844,No
28/6/2012,676032.4721,No
28/6/2012,676467.2799,No
28/6/2012,676573.6782,No
28/6/2012,676769.1751,No
28/6/2012,678383.7135,No
28/6/2012,678427.0033,No
28/6/2012,679517.4525,No
28/6/2012,679578.2202,No
28/6/2012,682126.7961,No
28/6/2012,682128.5586,No
28/6/2012,683684.1292,No
28/6/2012,684173.1001,No
28/6/2012,685265.25,No
28/6/2012,694629.6683,No
