DATE,XCoord,YCoord,PROVINCE,DISTRICT,TEXTURE,SOIL,MIN,MAX,RANGE,MEAN,LU_DES_TH,LU_DES_EN,BHUMIBOL,B_Drainage_water,B-Accumulated_drainage,SIRIKIT,S_Drainage_water,S-Accumulated_drainage,KHWAENOI,K_Drainage_water,K-Accumulated_drainage,PASAK,P_Drainage_water,P-Accumulated_drainage,RAINFALL,FLOOD
28/6/2012,724793.1856,1617403.348,Saraburi,Kengkoi,Water,0,-2,123,125,66.47,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,724893.0045,1617904.705,Saraburi,Kengkoi,Water,0,15,279,264,124.8,ป่าผลัดใบ,Deciduous forest,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,725393.2999,1602242.197,Saraburi,Kengkoi,Sandy Loam,10,-3,169,172,51.68,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,725514.207,1608199.387,Saraburi,Kengkoi,Water,0,-10,991,"1,001.00",173.58,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,725851.5365,1613244.382,Saraburi,Kengkoi,Clay,1,18,76,58,42.6,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,727843.623,1619467.266,Saraburi,Kengkoi,Clay Loam,4,91,191,100,138.69,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,728559.5111,1620559.292,Saraburi,Kengkoi,Clay Loam,4,156,168,12,162.56,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,728765.116,1603209.913,Saraburi,Kengkoi,Silty Clay Loam,5,1,180,179,109.38,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,729362.3081,1591044.668,Saraburi,Kengkoi,Sandy Loam,10,8,30,22,14.71,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,729606.4499,1614311.539,Saraburi,Kengkoi,Sandy Loam,10,65,113,48,86.5,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,732251.1451,1590802.208,Saraburi,Kengkoi,Clay Loam,4,22,46,24,32,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,732548.1281,1590379.914,Saraburi,Kengkoi,Clay Loam,4,29,64,35,44.6,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,723644.0874,1627135.693,Saraburi,Muak Lek,Clay,1,-15,16,31,-1.21,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,724461.5867,1627165.726,Saraburi,Muak Lek,Clay Loam,4,-2,32,34,15.42,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,725345.2597,1625038.725,Saraburi,Muak Lek,Clay Loam,4,-4,98,102,36.95,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,730049.5273,1620608.006,Saraburi,Muak Lek,Water,0,137,458,321,277.43,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,731025.1004,1628479.422,Saraburi,Muak Lek,Silty Clay Loam,5,15,345,330,74.33,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,732034.6487,1612850.796,Saraburi,Muak Lek,Sandy Loam,10,163,199,36,181.19,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,735744.3918,1634462.862,Saraburi,Muak Lek,Sandy Loam,10,61,113,52,80.27,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,735926.1223,1628563.933,Saraburi,Muak Lek,Sandy Loam,10,111,174,63,144.66,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,737394.0386,1615218.079,Saraburi,Muak Lek,Sandy Loam,10,204,292,88,220.96,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,737486.4494,1623829.82,Saraburi,Muak Lek,Clay Loam,4,154,453,299,288.12,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,737525.6198,1624919.784,Saraburi,Muak Lek,Clay Loam,4,123,200,77,173.29,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,738128.9891,1631152.206,Saraburi,Muak Lek,Silty Clay Loam,5,66,428,362,212.94,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,738636.7209,1635172.516,Saraburi,Muak Lek,Clay Loam,4,124,285,161,237.15,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740093.0145,1634937.907,Saraburi,Muak Lek,Clay Loam,4,58,326,268,186.98,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740193.8648,1645767.312,Saraburi,Muak Lek,Silty Clay Loam,5,153,194,41,176.1,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740206.2073,1644769.672,Saraburi,Muak Lek,Silty Clay Loam,5,161,187,26,172.26,ทุ่งหญ้าเลี้ยงสัตว์และโรงเรือนเลี้ยงสัตว์,Pasture and farm house,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740407.2886,1633382.575,Saraburi,Muak Lek,Clay Loam,4,51,440,389,210.57,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740841.355,1648312.68,Saraburi,Muak Lek,Clay Loam,4,121,164,43,142.99,ไม้ผล,Orchard,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,740908.7407,1637416.77,Saraburi,Muak Lek,Clay Loam,4,123,378,255,199.05,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,741621.7024,1650128.687,Saraburi,Muak Lek,Clay Loam,4,119,145,26,134.24,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,741810.9967,1649405.589,Saraburi,Muak Lek,Clay Loam,4,113,172,59,141.26,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,741906.2895,1648545.145,Saraburi,Muak Lek,Silty Clay Loam,5,145,203,58,179.91,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,742439.1037,1631436.225,Saraburi,Muak Lek,Water,0,-2,997,999,381.61,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,742911.1828,1634355.593,Saraburi,Muak Lek,Clay Loam,4,81,562,481,355.4,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,743787.5264,1649084.111,Saraburi,Muak Lek,Clay Loam,4,156,178,22,166.95,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,743926.9962,1632145.761,Saraburi,Muak Lek,Clay Loam,4,62,544,482,328.58,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,744040.7937,1643692.702,Saraburi,Muak Lek,Water,0,-15,456,471,285.13,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,744347.9159,1639514.092,Saraburi,Muak Lek,Silty Clay Loam,5,26,463,437,150.51,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,744461.885,1639401.671,Saraburi,Muak Lek,Clay Loam,4,317,405,88,357.85,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,746917.5619,1650975.662,Saraburi,Muak Lek,Clay Loam,4,191,273,82,216.18,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,746965.5895,1643977.353,Saraburi,Muak Lek,Clay,1,43,397,354,272.62,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,747217.121,1638895.731,Saraburi,Muak Lek,Clay Loam,4,75,493,418,334.39,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,747321.3907,1637975.713,Saraburi,Muak Lek,Silty Clay Loam,5,99,504,405,304.22,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,747586.8458,1644111.049,Saraburi,Muak Lek,Clay Loam,4,222,381,159,286.55,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,747849.8376,1639358.347,Saraburi,Muak Lek,Water,0,457,471,14,463.96,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,747967.3298,1650426.328,Saraburi,Muak Lek,Water,0,175,474,299,290.06,หมู่บ้าน,Village,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,748045.7155,1647732.237,Saraburi,Muak Lek,Silty Clay Loam,5,220,265,45,236.45,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,748100.2087,1647932.52,Saraburi,Muak Lek,Clay Loam,4,199,395,196,279.64,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,748541.4647,1642295.74,Saraburi,Muak Lek,Silty Clay Loam,5,152,458,306,321.92,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,748654.6168,1635874.277,Saraburi,Muak Lek,Clay Loam,4,163,512,349,417.49,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,748972.6634,1640119.816,Saraburi,Muak Lek,Clay Loam,4,185,502,317,426.66,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,749242.2562,1649184.198,Saraburi,Muak Lek,Clay,1,189,520,331,310.41,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,750468.5269,1647344.931,Saraburi,Muak Lek,Clay Loam,4,81,540,459,370.68,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,750608.1265,1639849.517,Saraburi,Muak Lek,Clay Loam,4,150,508,358,410.47,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,751129.8453,1649384.81,Saraburi,Muak Lek,Clay Loam,4,238,384,146,292.67,ทุ่งหญ้าเลี้ยงสัตว์และโรงเรือนเลี้ยงสัตว์,Pasture and farm house,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,751449.6056,1636774.516,Saraburi,Muak Lek,Clay Loam,4,356,513,157,482.46,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,751944.4455,1651039.692,Saraburi,Muak Lek,Clay Loam,4,251,366,115,298.52,ป่าผลัดใบ,Deciduous forest,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,751986.7014,1648529.478,Saraburi,Muak Lek,Clay Loam,4,135,400,265,238.63,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,752905.035,1654658.775,Saraburi,Muak Lek,Clay,1,173,383,210,291.75,ทุ่งหญ้าเลี้ยงสัตว์และโรงเรือนเลี้ยงสัตว์,Pasture and farm house,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,753152.4347,1661065.4,Saraburi,Muak Lek,Clay Loam,4,325,414,89,378.39,ป่าผลัดใบ,Deciduous forest,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,753675.5915,1650718.265,Saraburi,Muak Lek,Clay Loam,4,311,374,63,340.7,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,754651.0536,1639724.879,Saraburi,Muak Lek,Clay Loam,4,449,542,93,489.78,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,755375.2213,1641245.569,Saraburi,Muak Lek,Clay Loam,4,439,501,62,464.95,ไม้ผล,Orchard,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,758587.8635,1664235.394,Saraburi,Muak Lek,Clay Loam,4,123,190,67,153.74,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,760795.7708,1651387.81,Saraburi,Muak Lek,Clay,1,148,295,147,211.57,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,761976.0694,1653391.589,Saraburi,Muak Lek,Sandy Clay Loam,6,118,241,123,187.13,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,703461.548,1604382.85,Saraburi,Muang Saraburi,Sandy Clay,2,-33,23,56,-15.86,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,704764.0155,1612365.918,Saraburi,Muang Saraburi,Sandy Clay Loam,6,-18,-13,5,-14.95,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,706558.7071,1605751.008,Saraburi,Muang Saraburi,Water,0,-31,19,50,-10.29,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,706789.9258,1609591.665,Saraburi,Muang Saraburi,Sandy Clay,2,-24,5,29,-12.36,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707215.0818,1609766.993,Saraburi,Muang Saraburi,Sandy Loam,10,-23,2,25,-11.07,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707801.8437,1608187.08,Saraburi,Muang Saraburi,Water,0,-22,19,41,-11.13,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,708123.5972,1608387.798,Saraburi,Muang Saraburi,Water,0,-27,-4,23,-15.71,แหล่งน้ำธรรมชาติ,Natural water body,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,708634.4361,1599298.678,Saraburi,Muang Saraburi,Sandy Loam,10,-15,16,31,-5.37,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,709312.3908,1603368.006,Saraburi,Muang Saraburi,Water,0,-23,200,223,8.66,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,710470.4805,1603814.779,Saraburi,Muang Saraburi,Sandy Loam,10,-30,41,71,-9.74,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,711382.3184,1599268.129,Saraburi,Muang Saraburi,Sandy Loam,10,-10,38,48,4.92,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,712230.7749,1597265.561,Saraburi,Muang Saraburi,Sandy Loam,10,3,64,61,28.64,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,712288.2093,1597842.675,Saraburi,Muang Saraburi,Water,0,-16,288,304,90.52,พื้นที่เบ็ดเตล็ดอื่น ๆ,Other miscellaneous land,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,713744.5797,1598260.285,Saraburi,Muang Saraburi,Sandy Loam,10,-3,51,54,17.35,พืชไร่,Field crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,677204.0734,1622700.598,Saraburi,Nong Done,Sandy Loam,10,-29,-20,9,-24.22,หมู่บ้าน,Village,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,678222.1055,1622330.442,Saraburi,Nong Done,Clay,1,-34,-4,30,-25.72,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,683018.6407,1625278.381,Saraburi,Nong Done,Clay,1,-37,-7,30,-22.87,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,685202.1213,1629687.762,Saraburi,Nong Done,Clay Loam,4,-25,7,32,-9.4,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,685547.9462,1627579.876,Saraburi,Nong Done,Water,0,-23,-13,10,-18.16,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,685615.1546,1627991.76,Saraburi,Nong Done,Clay,1,-30,8,38,-16.55,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,688009.1102,1626941.729,Saraburi,Nong Done,Clay,1,-30,10,40,-11.62,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,695969.7931,1586910.94,Saraburi,NongKhae,Clay,1,-38,-10,28,-25.26,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,698123.1821,1592708.062,Saraburi,NongKhae,Sandy Clay,2,-37,4,41,-22.46,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,701323.7331,1585465.448,Saraburi,NongKhae,Sandy Clay,2,-38,-5,33,-25.68,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,701773.3138,1580917.477,Saraburi,NongKhae,Clay,1,-41,-6,35,-26.56,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,703723.8983,1589266.695,Saraburi,NongKhae,Water,0,-23,-20,3,-21.05,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,705611.3031,1592944.399,Saraburi,NongKhae,Sandy Loam,10,-48,18,66,-20.31,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,705749.6413,1594303.094,Saraburi,NongKhae,Water,0,,,,,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707130.4257,1596352.991,Saraburi,NongKhae,Sandy Loam,10,-18,20,38,0.57,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707218.9672,1595523.723,Saraburi,NongKhae,Sandy Loam,10,-26,13,39,-10.3,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707420.8135,1594901.592,Saraburi,NongKhae,Sandy Loam,10,-19,40,59,-0.08,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,707975.7271,1595117.134,Saraburi,NongKhae,Water,0,-18,243,261,70.71,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,708116.1259,1597947.664,Saraburi,NongKhae,Sandy Loam,10,-10,10,20,-0.12,สถานที่ราชการและสถาบันต่าง ๆ,Institutional land,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,709272.3767,1592783.316,Saraburi,NongKhae,Sandy Loam,10,-26,5,31,-12.03,หมู่บ้าน,Village,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,No
28/6/2012,694387.3489,1602043.867,Saraburi,Nongseang,Sandy Clay,2,-36,-3,33,-19.77,เกษตรผสมผสาน/ไร่นาสวนผสม,Integrated farm/Diversified farm,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,0.00,Yes
28/6/2012,688582.2703,1617162.682,Saraburi,Phraputthabath,Water,0,-39,34,73,-15.61,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
28/6/2012,688725.86,1634589.753,Saraburi,Phraputthabath,Clay Loam,4,-1,20,21,9.58,ไม้ยืนต้น,Perennial crop,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
28/6/2012,689483.0119,1614774.172,Saraburi,Phraputthabath,Sandy Clay,2,-22,-18,4,-19.61,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
28/6/2012,690576.6549,1630303.754,Saraburi,Phraputthabath,Clay,1,-11,22,33,3.08,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
28/6/2012,691244.6005,1623756.977,Saraburi,Phraputthabath,Clay Loam,4,-42,57,99,-6.4,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
28/6/2012,691431.1117,1624992.614,Saraburi,Phraputthabath,Clay,1,-39,11,50,-8.5,พื้นที่นา,Paddy field,6195.00,8.00,7108.84,4301.00,28.14,5646.21,246.00,4.32,738.67,112.00,1.75,676.22,12.50,No
