DATE,XCoord,YCoord,PROVINCE,DISTRICT,TEXTURE,LEVEL
10/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
10/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
10/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
11/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
11/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
11/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
11/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
11/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
11/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
12/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
12/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
12/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
12/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
12/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
12/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
13/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
13/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
13/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
13/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
13/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
13/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
14/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
14/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
14/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
14/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
14/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
14/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
15/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
15/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
15/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
15/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
15/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
15/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
16/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
16/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
16/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
16/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
16/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
16/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
17/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
17/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
17/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
17/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
17/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
17/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
18/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
18/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
18/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
18/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
18/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
18/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
19/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
19/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
19/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
19/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
19/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
19/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
20/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
20/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
20/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
20/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
20/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
20/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
21/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
21/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
21/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
21/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
21/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
21/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
22/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
22/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
22/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
22/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
22/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
22/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
23/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
23/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
23/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
23/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
23/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
23/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
24/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
24/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
24/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
24/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
24/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
24/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
25/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
25/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
25/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
25/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
25/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
25/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
26/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
26/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
26/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
26/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
26/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
26/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
27/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
27/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
27/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
27/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
27/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
27/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
28/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
28/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
28/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
28/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
28/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
28/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
29/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
29/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
29/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
29/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
29/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
29/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
30/11/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
30/11/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
30/11/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
30/11/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
30/11/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
30/11/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
1/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
1/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
1/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
1/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
1/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
1/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
2/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
2/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
2/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
2/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
2/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
2/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
3/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
3/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
3/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
3/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
3/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
3/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
4/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
4/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
4/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
4/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
4/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
4/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
5/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
5/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
5/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
5/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
5/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
5/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
6/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
6/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
6/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
6/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
6/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
6/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
7/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
7/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
7/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
7/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
7/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
7/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
8/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
8/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
8/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
8/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
8/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
8/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
9/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
9/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
9/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
9/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
9/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
9/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
10/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
10/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
10/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
10/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
10/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
10/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
11/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
11/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
11/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
11/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
11/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
11/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
12/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
12/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
12/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
12/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
12/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
12/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
13/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
13/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
13/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
13/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
13/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
13/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
14/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
14/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
14/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
14/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
14/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
14/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
15/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
15/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
15/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
15/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
15/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
15/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
16/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
16/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
16/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
16/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
16/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
16/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
17/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
17/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
17/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
17/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
17/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
17/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
18/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
18/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
18/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
18/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
18/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
18/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
19/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
19/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
19/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
19/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
19/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
19/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
20/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
20/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
20/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
20/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
20/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
20/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
21/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
21/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
21/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
21/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
21/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
21/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
22/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
22/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
22/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
22/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
22/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
22/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
23/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
23/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
23/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
23/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
23/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
23/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
24/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
24/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
24/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
24/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
24/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
24/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
25/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
25/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
25/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
25/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
25/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
25/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
26/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
26/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
26/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
26/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
26/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
26/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
27/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
27/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
27/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
27/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
27/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
27/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
28/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
28/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
28/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
28/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
28/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
28/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
29/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
29/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
29/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
29/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
29/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
29/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
30/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
30/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
30/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
30/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
30/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
30/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
31/12/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,
31/12/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,
31/12/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,
31/12/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,
31/12/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,
31/12/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,
1/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
1/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
1/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
1/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
1/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
1/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
2/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
2/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
2/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
2/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
2/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
2/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
3/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
3/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
3/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
3/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
3/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
3/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
4/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
4/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
4/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
4/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
4/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
4/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
5/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
5/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
5/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
5/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
5/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
5/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
6/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
6/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
6/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
6/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
6/1/2012,644599.2891,1661741.942,Singburi,Inburi,Sandy Clay Loam,
6/1/2012,643028.9255,1659787.176,Singburi,Inburi,Water,
7/1/2012,645217.9178,1659897.143,Singburi,Inburi,Sandy Loam,
7/1/2012,642920.257,1659937.673,Singburi,Inburi,Sandy Clay Loam,
7/1/2012,652649.9426,1663063.985,Singburi,Inburi,Clay,
7/1/2012,640395.6452,1660090.679,Singburi,Inburi,Sandy Loam,
