DATE,FID,XCoord,YCoord,PROVINCE,DISTRICT,TEXTURE,SOIL,MIN,MAX,RANGE,MEAN,LU_DES_TH,LU_DES_EN,BHUMIBOL,SIRIKIT,KHWAENOI,PASAK,B_Drainage_water,S_Drainage_water,K_Drainage_water,P_Drainage_water,B-Accumulated_drainage,S-Accumulated_drainage,K-Accumulated_drainage,P-Accumulated_drainage,RAINFALL
16/2/2022,1697,695118.9411,1659790.575,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,31,88,57,49.9157,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1691,697532.331,1660824.801,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,11,100,89,57.2106,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1690,699748.8248,1668144.028,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,6,61,55,33.0971,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1715,701422.3603,1664001.578,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,64,150,86,99.9264,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1714,702544.4104,1664086.368,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,51,129,78,79.7065,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1711,702616.9744,1667386.384,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,18,78,60,49.6441,หมู่บ้าน,Village,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1713,704757.2412,1663972.805,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,47,71,24,59.481,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1710,704937.4844,1666365.877,Lopburi,Kok Sumrong,ดินร่วนเหนียว,4,39,70,31,51.6489,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1684,679409.3117,1653468.755,Lopburi,Kok Sumrong,ดินร่วนเหนียวปนตะกอน,5,14,123,109,45.4664,สถานที่ราชการและสถาบันต่าง ๆ,Institutional land,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1694,685708.7037,1658216.602,Lopburi,Kok Sumrong,ดินร่วนเหนียวปนตะกอน,5,43,103,60,64.0416,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1679,686655.2978,1654577.95,Lopburi,Kok Sumrong,ดินร่วนเหนียวปนตะกอน,5,22,110,88,62.595,ไม้ผล,Orchard,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1678,687462.3727,1653907.91,Lopburi,Kok Sumrong,ดินร่วนเหนียวปนตะกอน,5,34,134,100,80.8117,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1693,689847.5936,1651136.335,Lopburi,Kok Sumrong,ดินร่วนเหนียวปนตะกอน,5,79,143,64,114.122,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1698,703107.4673,1673856.982,Lopburi,Kok Sumrong,ดินร่วน,7,11,69,58,29.449,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1699,705155.1683,1673415.155,Lopburi,Kok Sumrong,ดินร่วน,7,29,65,36,44.8884,ไม้ยืนต้น,Perennial crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1680,687953.7402,1667640.744,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,-14,29,43,3.10569,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1700,691895.8767,1664273.684,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,6,29,23,18.674,หมู่บ้าน,Village,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1705,693172.4832,1662160.627,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,18,43,25,28.8154,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1702,695980.2055,1656989.432,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,27,46,19,34.5047,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1703,696439.4572,1666962.973,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,-12,79,91,29.0616,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1717,696483.0633,1661167.063,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,37,456,419,221.78,สถานที่ราชการและสถาบันต่าง ๆ,Institutional land,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1704,697351.2168,1662664.135,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,18,95,77,38.4835,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1707,697562.225,1662803.737,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,19,104,85,62.5255,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1701,697943.0228,1662331.898,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,5,77,72,46.4098,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1716,698086.7112,1661044.197,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,27,135,108,78.6037,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1709,698809.1275,1674952.563,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,1,26,25,12.6287,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1706,700525.7881,1656222.158,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,64,73,9,70.15,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1718,701869.9863,1658940.274,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,84,155,71,115.825,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1708,705901.4938,1673566.334,Lopburi,Kok Sumrong,ดินร่วนปนทราย,10,36,90,54,58.114,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,1.30
16/2/2022,1921,750126.6081,1726011.582,Lopburi,lam Son Thi,น้ำ,0,95,715,620,319.191,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1920,750225.4816,1685984.206,Lopburi,lam Son Thi,น้ำ,0,93,661,568,253.397,สถานที่ราชการและสถาบันต่าง ๆ,Institutional land,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1919,752929.6836,1668893.706,Lopburi,lam Son Thi,น้ำ,0,167,238,71,211.912,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1906,755309.6954,1710816.075,Lopburi,lam Son Thi,น้ำ,0,52,832,780,332.357,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1910,748960.1911,1684950.663,Lopburi,lam Son Thi,ดินเหนียว,1,32,46,14,37.8978,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1902,749200.7094,1704746.501,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,92,129,37,104.896,หมู่บ้าน,Village,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1901,749742.063,1703631.894,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,86,104,18,95.3715,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1908,750044.7863,1710207.797,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,87,132,45,112.583,หมู่บ้าน,Village,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1914,750137.6766,1702488.145,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,84,102,18,93.2469,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1913,750161.1013,1694814.331,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,33,135,102,70.9297,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1928,750161.6141,1713275.279,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,86,212,126,127.226,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1909,752155.9044,1714324.27,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,101,120,19,110.099,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1911,752525.2937,1688801.866,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,39,54,15,46.182,ทุ่งหญ้าเลี้ยงสัตว์และโรงเรือนเลี้ยงสัตว์,Pasture and farm house,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1917,752584.1613,1669357.702,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,195,198,3,197.133,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1895,752637.8499,1680468.52,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,37,109,72,83.4042,ไม้ยืนต้น,Perennial crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1894,753333.6929,1680182.961,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,37,124,87,79.2754,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1923,753539.4991,1668233.821,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,164,266,102,197.94,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1929,754107.2803,1735531.506,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,168,355,187,199.268,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1922,754765.3113,1671368.568,Lopburi,lam Son Thi,ดินร่วนเหนียว,4,35,248,213,132.378,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1907,748416.836,1698931.238,Lopburi,lam Son Thi,ดินร่วนเหนียวปนตะกอน,5,109,184,75,136.275,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1896,748474.9436,1703087.318,Lopburi,lam Son Thi,ดินร่วนเหนียวปนตะกอน,5,108,181,73,141.703,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1915,749265.4919,1711016.982,Lopburi,lam Son Thi,ดินร่วนเหนียวปนตะกอน,5,93,258,165,141.768,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1916,750144.3916,1718731.508,Lopburi,lam Son Thi,ดินร่วนเหนียวปนตะกอน,5,92,350,258,172.751,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1912,753303.0373,1694080.224,Lopburi,lam Son Thi,ดินร่วนเหนียวปนทราย,6,31,126,95,66.5737,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1905,750205.7985,1716612.698,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,102,151,49,120.729,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1893,750655.5678,1715103.673,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,100,123,23,109.771,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1899,752074.4997,1705789.157,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,65,115,50,87.1829,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1918,752462.7669,1713622.841,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,94,109,15,101.29,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1898,752598.6856,1711567.477,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,78,129,51,100.932,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1897,752897.3402,1708767.402,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,38,120,82,89.7255,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1924,753043.4686,1720973.17,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,57,348,291,151.255,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1925,753406.9763,1724252.779,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,78,452,374,199.48,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1903,753565.2939,1706771.876,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,45,162,117,104.041,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1900,754062.9644,1692931.846,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,28,120,92,68.3862,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1904,754673.9649,1729799.179,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,80,616,536,297.613,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1927,755274.0029,1700097.044,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,118,250,132,173.614,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1926,756623.7798,1713150.039,Lopburi,lam Son Thi,ดินร่วนปนทราย,10,63,717,654,435.48,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,3.30
16/2/2022,1875,685040.44,1645002.294,Lopburi,Muang Lopburi,น้ำ,0,-14,579,593,159.289,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1891,691887.1857,1639375.316,Lopburi,Muang Lopburi,น้ำ,0,31,49,18,35.3295,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1864,672747.1319,1631804.175,Lopburi,Muang Lopburi,ดินเหนียว,1,-35,-12,23,-24.8824,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1858,675014.9739,1640840.815,Lopburi,Muang Lopburi,ดินเหนียว,1,-44,61,105,-15.9041,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1868,676982.9872,1639569.037,Lopburi,Muang Lopburi,ดินเหนียว,1,-31,29,60,-13.534,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1866,684317.5708,1634914.696,Lopburi,Muang Lopburi,ดินเหนียว,1,-19,65,84,-1.25247,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1882,696987.6623,1650166.307,Lopburi,Muang Lopburi,ดินเหนียว,1,36,68,32,48.8038,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1865,674259.0492,1648913.815,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,-19,30,49,-1.09217,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1867,679706.7645,1642987.571,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,-24,67,91,2.20171,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1873,681891.311,1640913.013,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,1,69,68,28.5805,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1861,682788.75,1653109.128,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,35,102,67,59.886,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1877,683990.022,1647719.653,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,23,46,23,35.3622,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1878,684572.1291,1646162.874,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,-1,79,80,39.1784,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1879,685148.1763,1642123.425,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,7,85,78,36.6348,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1881,685583.7311,1643681.559,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,23,168,145,87.1298,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1872,685941.842,1639745.676,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,-8,118,126,28.2476,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1885,687075.5342,1649312.126,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,62,92,30,75.1674,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1880,687386.2686,1637310.884,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,-15,74,89,20.3784,ไม้ยืนต้น,Perennial crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1890,690301.6598,1640936.338,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,1,108,107,55.0452,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1869,693582.5375,1641600.923,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,7,81,74,41.295,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1892,694641.7247,1636567.907,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,48,141,93,74.6,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1889,694687.5102,1643686.738,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,36,73,37,53.1052,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1883,696812.9078,1647674.231,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,31,85,54,55.1725,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1887,696945.8492,1638692.978,Lopburi,Muang Lopburi,ดินร่วนเหนียว,4,42,90,48,65.3494,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1871,680395.158,1651430.167,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,24,141,117,70.4737,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1870,680550.327,1649437.552,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,19,112,93,52.0875,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1863,687728.3646,1650110.987,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,26,117,91,69.5322,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1862,688423.744,1648949.547,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,51,164,113,98.5509,ป่าผลัดใบ,Deciduous forest,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1886,689120.6095,1648045.849,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,81,181,100,129.229,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1884,690685.1924,1636017.393,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนตะกอน,5,21,54,33,33.9291,ทุ่งหญ้าและไม้ละเมาะ,Rangeland,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1876,667684.4708,1627631.922,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนทราย,6,-37,-11,26,-25.5951,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1860,671730.1576,1627983.814,Lopburi,Muang Lopburi,ดินร่วนเหนียวปนทราย,6,-41,-12,29,-23.696,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1874,668072.4976,1629929.269,Lopburi,Muang Lopburi,ดินร่วนปนทราย,10,-31,-11,20,-21.9249,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1859,672333.1927,1630046.754,Lopburi,Muang Lopburi,ดินร่วนปนทราย,10,-30,3,33,-20.7,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1888,702388.7771,1648223.904,Lopburi,Muang Lopburi,ดินร่วนปนทราย,10,32,41,9,36.0405,พื้นที่นา,Paddy field,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,5.10
16/2/2022,1966,676467.2799,1689655.078,Lopburi,Nong Muang,น้ำ,0,58,403,345,177.235,สถานที่ราชการและสถาบันต่าง ๆ,Institutional land,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,0.50
16/2/2022,1956,682128.5586,1694606.546,Lopburi,Nong Muang,ดินเหนียว,1,17,90,73,53.6919,พืชไร่,Field crop,7030.00,4146.00,681.88,653.90,23.94,7.04,4.32,5.20,970.35,325.54,195.24,215.19,0.50
