DATE,XCoord,YCoord,PROVINCE,DISTRICT,TEXTURE
2/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
3/3/2012,644301.2503,1537764.695,Nonthaburi, Bang Bua Thong,Clay
3/3/2012,649329.0219,1540337.296,Nonthaburi, Bang Bua Thong,Clay
3/3/2012,654438.5748,1535343.7,Nonthaburi, Bang Bua Thong,Clay
3/3/2012,650768.8619,1546859.548,Nonthaburi, Bang Bua Thong,Clay
3/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
4/3/2012,644301.2503,1537764.695,Nonthaburi, Bang Bua Thong,Clay
4/3/2012,649329.0219,1540337.296,Nonthaburi, Bang Bua Thong,Clay
4/3/2012,654438.5748,1535343.7,Nonthaburi, Bang Bua Thong,Clay
4/3/2012,650768.8619,1546859.548,Nonthaburi, Bang Bua Thong,Clay
4/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
5/3/2012,644301.2503,1537764.695,Nonthaburi, Bang Bua Thong,Clay
5/3/2012,649329.0219,1540337.296,Nonthaburi, Bang Bua Thong,Clay
5/3/2012,654438.5748,1535343.7,Nonthaburi, Bang Bua Thong,Clay
5/3/2012,650768.8619,1546859.548,Nonthaburi, Bang Bua Thong,Clay
5/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
6/3/2012,644301.2503,1537764.695,Nonthaburi, Bang Bua Thong,Clay
6/3/2012,649329.0219,1540337.296,Nonthaburi, Bang Bua Thong,Clay
6/3/2012,654438.5748,1535343.7,Nonthaburi, Bang Bua Thong,Clay
6/3/2012,650768.8619,1546859.548,Nonthaburi, Bang Bua Thong,Clay
6/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
7/3/2012,644301.2503,1537764.695,Nonthaburi, Bang Bua Thong,Clay
7/3/2012,649329.0219,1540337.296,Nonthaburi, Bang Bua Thong,Clay
7/3/2012,654438.5748,1535343.7,Nonthaburi, Bang Bua Thong,Clay
7/3/2012,650768.8619,1546859.548,Nonthaburi, Bang Bua Thong,Clay
7/3/2012,652976.4754,1543588.974,Nonthaburi, Bang Bua Thong,Clay
