DATE,XCoord,YCoord,PROVINCE,DISTRICT,TEXTURE,SOIL,CONSTRUCTION,AGRICULTURE,FOREST,INDUSTRY,WATER,OTHER,BHUMIBOL,B_Drainage_water,B-Accumulated_drainage,SIRIKIT,S_Drainage_water,S-Accumulated_drainage,KHWAENOI,K_Drainage_water,K-Accumulated_drainage,PASAK,P_Drainage_water,P-Accumulated_drainage,RAINFALL,LEVEL,FLOOD
1/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
1/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
1/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
1/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
1/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
1/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12676.00,40.00,40.00,8763.00,30.07,30.07,768.00,10.37,10.37,789.00,8.79,8.79,0.00,0,No
2/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
2/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
2/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
2/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
2/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
2/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12649.00,40.00,80.00,8740.00,30.01,60.08,758.00,10.37,20.74,778.00,8.74,17.53,0.00,0,No
3/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
3/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
3/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
3/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
3/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
3/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12609.00,45.00,125.00,8713.00,36.17,96.25,749.00,10.37,31.11,768.00,8.70,26.23,0.00,0,No
4/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
4/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
4/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
4/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
4/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
4/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12576.00,45.00,170.00,8683.00,36.09,132.34,739.00,10.37,41.48,759.00,8.66,34.89,0.00,0,No
5/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
5/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
5/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
5/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
5/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
5/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12539.00,50.00,220.00,8651.00,40.08,172.42,729.00,10.37,51.85,751.00,6.97,41.86,0.00,0,No
6/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
6/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
6/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
6/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
6/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
6/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12494.00,55.00,275.00,8614.00,47.26,219.68,720.00,10.37,62.22,744.00,5.23,47.09,0.00,0,No
7/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
7/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
7/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
7/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
7/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
7/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12445.00,59.72,334.72,8572.00,50.21,269.89,711.00,10.37,72.59,738.00,4.39,51.48,0.00,0,No
8/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
8/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
8/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
8/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
8/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
8/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12397.00,58.00,392.72,8533.00,46.55,316.44,702.00,10.37,82.96,733.00,4.37,55.86,0.00,0,No
9/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
9/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
9/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
9/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
9/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
9/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12348.00,55.00,447.72,8501.00,40.04,356.48,694.00,10.37,93.33,727.00,4.36,60.21,0.00,0,No
10/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
10/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
10/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
10/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
10/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
10/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12300.00,57.00,504.72,8474.00,35.16,391.64,684.00,10.37,103.70,722.00,6.11,66.32,0.00,0,No
11/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
11/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
11/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
11/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
11/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
11/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12246.00,58.00,562.72,8442.00,39.09,430.73,675.00,10.37,114.07,715.00,6.09,72.41,0.00,0,No
12/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
12/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
12/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
12/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
12/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
12/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12192.00,58.00,620.72,8411.00,39.12,469.85,666.00,10.37,124.44,708.00,6.07,78.48,0.00,0,No
13/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
13/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
13/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
13/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
13/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
13/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
14/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12144.00,58.00,678.72,8377.00,39.00,508.85,656.00,10.37,134.81,699.00,6.94,85.42,0.00,0,No
15/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
15/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
15/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
15/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
15/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
15/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12048.00,58.00,794.72,8311.00,39.09,587.30,638.00,10.37,155.55,683.00,6.94,99.33,0.00,0,No
16/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
16/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
16/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
16/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
16/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
16/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,12001.00,57.00,851.72,8282.00,35.11,622.41,629.00,10.37,165.92,675.00,6.11,105.44,0.00,0,No
17/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
17/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
17/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
17/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
17/1/2012,648452.8013,1646041.031,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
17/1/2012,649841.0161,1647586.155,Singburi,Muang Singburi,Water,0,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11956.00,56.00,907.72,8255.00,35.07,657.48,621.00,10.37,176.29,668.00,4.38,109.82,0.00,0,No
18/1/2012,651172.794,1648968.13,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11908.00,58.00,965.72,8222.00,37.02,694.50,612.00,10.37,186.66,664.00,4.37,114.19,0.00,0,No
18/1/2012,651462.4965,1650415.55,Singburi,Muang Singburi,Sandy Clay Loam,6,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11908.00,58.00,965.72,8222.00,37.02,694.50,612.00,10.37,186.66,664.00,4.37,114.19,0.00,0,No
18/1/2012,653629.4038,1654238.831,Singburi,Muang Singburi,Clay,1,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11908.00,58.00,965.72,8222.00,37.02,694.50,612.00,10.37,186.66,664.00,4.37,114.19,0.00,0,No
18/1/2012,651346.4803,1646555.57,Singburi,Muang Singburi,Sandy Loam,10,68397.08,390994.14,5314.82,16898.71,28142.99,1018.30,11908.00,58.00,965.72,8222.00,37.02,694.50,612.00,10.37,186.66,664.00,4.37,114.19,0.00,0,No
